x_scaled,x_raw,phi,in_train_support
-3.062349050412275453e+00,6.952999883099999501e-01,1.672958298784839926e+01,0.000000000000000000e+00
-3.006430592844566263e+00,7.001424122330303090e-01,1.629997819011648730e+01,0.000000000000000000e+00
-2.950512135276857517e+00,7.049848361560605570e-01,1.589503150166389034e+01,0.000000000000000000e+00
-2.894593677709148327e+00,7.098272600790909159e-01,1.551284246752589979e+01,0.000000000000000000e+00
-2.838675220141439581e+00,7.146696840021211639e-01,1.515151063273781062e+01,0.000000000000000000e+00
-2.782756762573730391e+00,7.195121079251515228e-01,1.480913554233492135e+01,0.000000000000000000e+00
-2.726838305006021645e+00,7.243545318481817707e-01,1.448381674135252339e+01,0.000000000000000000e+00
-2.670919847438312456e+00,7.291969557712121297e-01,1.417365377482591882e+01,0.000000000000000000e+00
-2.615001389870603710e+00,7.340393796942423776e-01,1.387674618779039903e+01,1.000000000000000000e+00
-2.559082932302894520e+00,7.388818036172727366e-01,1.359119352528125546e+01,1.000000000000000000e+00
-2.503164474735185774e+00,7.437242275403029845e-01,1.331509533233379372e+01,1.000000000000000000e+00
-2.447246017167476584e+00,7.485666514633333435e-01,1.304655115398329812e+01,1.000000000000000000e+00
-2.391327559599767838e+00,7.534090753863635914e-01,1.278366053526507429e+01,1.000000000000000000e+00
-2.335409102032058648e+00,7.582514993093938394e-01,1.252452302121441008e+01,1.000000000000000000e+00
-2.279490644464349458e+00,7.630939232324241983e-01,1.226723815686660046e+01,1.000000000000000000e+00
-2.223572186896640712e+00,7.679363471554545573e-01,1.200990548725694751e+01,1.000000000000000000e+00
-2.167653729328931966e+00,7.727787710784848052e-01,1.175062455742074974e+01,1.000000000000000000e+00
-2.111735271761222776e+00,7.776211950015150531e-01,1.148753009618337018e+01,1.000000000000000000e+00
-2.055816814193513586e+00,7.824636189245454121e-01,1.121956605954210318e+01,1.000000000000000000e+00
-1.999898356625804841e+00,7.873060428475757710e-01,1.094648563066614599e+01,1.000000000000000000e+00
-1.943979899058095873e+00,7.921484667706060190e-01,1.066807717651475684e+01,1.000000000000000000e+00
-1.888061441490386905e+00,7.969908906936362669e-01,1.038412906404721880e+01,1.000000000000000000e+00
-1.832142983922677937e+00,8.018333146166666259e-01,1.009442966022280430e+01,1.000000000000000000e+00
-1.776224526354968969e+00,8.066757385396968738e-01,9.798767332000785757e+00,1.000000000000000000e+00
-1.720306068787259779e+00,8.115181624627272328e-01,9.496930446340433818e+00,1.000000000000000000e+00
-1.664387611219550811e+00,8.163605863857574807e-01,9.188707370201026237e+00,1.000000000000000000e+00
-1.608469153651841843e+00,8.212030103087878397e-01,8.873886470541833660e+00,1.000000000000000000e+00
-1.552550696084132875e+00,8.260454342318181986e-01,8.552256114322130287e+00,1.000000000000000000e+00
-1.496632238516423907e+00,8.308878581548484465e-01,8.223604668501192094e+00,1.000000000000000000e+00
-1.440713780948714939e+00,8.357302820778786945e-01,7.887720500038286175e+00,1.000000000000000000e+00
-1.384795323381005971e+00,8.405727060009090534e-01,7.544391975892689395e+00,1.000000000000000000e+00
-1.328876865813297004e+00,8.454151299239393014e-01,7.193407463023676840e+00,1.000000000000000000e+00
-1.272958408245588036e+00,8.502575538469696603e-01,6.834555328390520046e+00,1.000000000000000000e+00
-1.217039950677879068e+00,8.550999777699999083e-01,6.467623938952493212e+00,1.000000000000000000e+00
-1.161121493110170100e+00,8.599424016930302672e-01,6.092637489243675653e+00,1.000000000000000000e+00
-1.105203035542461132e+00,8.647848256160605152e-01,5.710563484097382236e+00,1.000000000000000000e+00
-1.049284577974752164e+00,8.696272495390908741e-01,5.322605255921732059e+00,1.000000000000000000e+00
-9.933661204070429740e-01,8.744696734621211220e-01,4.929966137124844217e+00,1.000000000000000000e+00
-9.374476628393342281e-01,8.793120973851514810e-01,4.533849460114843133e+00,1.000000000000000000e+00
-8.815292052716250382e-01,8.841545213081817289e-01,4.135458557299843463e+00,1.000000000000000000e+00
-8.256107477039162923e-01,8.889969452312120879e-01,3.735996761087972295e+00,1.000000000000000000e+00
-7.696922901362071023e-01,8.938393691542423358e-01,3.336667403887343397e+00,1.000000000000000000e+00
-7.137738325684983565e-01,8.986817930772725838e-01,2.938673818106082969e+00,1.000000000000000000e+00
-6.578553750007891665e-01,9.035242170003029427e-01,2.543219336152306553e+00,1.000000000000000000e+00
-6.019369174330804206e-01,9.083666409233331906e-01,2.151507290434140351e+00,1.000000000000000000e+00
-5.460184598653712307e-01,9.132090648463635496e-01,1.764741013359696353e+00,1.000000000000000000e+00
-4.901000022976624848e-01,9.180514887693937975e-01,1.384123837337104312e+00,1.000000000000000000e+00
-4.341815447299532948e-01,9.228939126924241565e-01,1.010859094774477107e+00,1.000000000000000000e+00
-3.782630871622441049e-01,9.277363366154545155e-01,6.461501180799378297e-01,1.000000000000000000e+00
-3.223446295945353590e-01,9.325787605384847634e-01,2.912002396616095723e-01,1.000000000000000000e+00
-2.664261720268261691e-01,9.374211844615151223e-01,-5.280243794890715492e-02,1.000000000000000000e+00
-2.105077144591174232e-01,9.422636083845453703e-01,-3.850200993798620352e-01,1.000000000000000000e+00
-1.545892568914082332e-01,9.471060323075757292e-01,-7.049652164193700443e-01,1.000000000000000000e+00
-9.867079932369948736e-02,9.519484562306059772e-01,-1.012165490732054529e+00,1.000000000000000000e+00
-4.275234175599029740e-02,9.567908801536363361e-01,-1.306148623982550383e+00,1.000000000000000000e+00
1.316611581171844847e-02,9.616333040766665841e-01,-1.586442317835474292e+00,1.000000000000000000e+00
6.908457337942763843e-02,9.664757279996968320e-01,-1.852574273955463369e+00,1.000000000000000000e+00
1.250030309471363843e-01,9.713181519227271910e-01,-2.104072194007139629e+00,1.000000000000000000e+00
1.809214885148455743e-01,9.761605758457574389e-01,-2.340463779655133081e+00,1.000000000000000000e+00
2.368399460825543201e-01,9.810029997687877978e-01,-2.561276732564068404e+00,1.000000000000000000e+00
2.927584036502635101e-01,9.858454236918180458e-01,-2.766038754398572053e+00,1.000000000000000000e+00
3.486768612179722560e-01,9.906878476148484047e-01,-2.954277546823275813e+00,1.000000000000000000e+00
4.045953187856814459e-01,9.955302715378786527e-01,-3.125520811502804364e+00,1.000000000000000000e+00
4.605137763533901918e-01,1.000372695460908901e+00,-3.279296250101786825e+00,1.000000000000000000e+00
5.164322339210993817e-01,1.005215119383939371e+00,-3.415131564284846988e+00,1.000000000000000000e+00
5.723506914888085717e-01,1.010057543306969619e+00,-3.532554455716616637e+00,1.000000000000000000e+00
6.282691490565173176e-01,1.014899967229999866e+00,-3.631092626061719564e+00,1.000000000000000000e+00
6.841876066242265075e-01,1.019742391153030114e+00,-3.710647760581220034e+00,1.000000000000000000e+00
7.401060641919352534e-01,1.024584815076060584e+00,-3.772617478921935330e+00,1.000000000000000000e+00
7.960245217596444434e-01,1.029427238999090832e+00,-3.818773384327115217e+00,1.000000000000000000e+00
8.519429793273531892e-01,1.034269662922121080e+00,-3.850887080040009458e+00,1.000000000000000000e+00
9.078614368950623792e-01,1.039112086845151328e+00,-3.870730169303874035e+00,1.000000000000000000e+00
9.637798944627711251e-01,1.043954510768181798e+00,-3.880074255361951607e+00,1.000000000000000000e+00
1.019698352030480315e+00,1.048796934691212046e+00,-3.880690941457503484e+00,1.000000000000000000e+00
1.075616809598189505e+00,1.053639358614242294e+00,-3.874351830833774102e+00,1.000000000000000000e+00
1.131535267165897807e+00,1.058481782537272542e+00,-3.862828526734017665e+00,1.000000000000000000e+00
