n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.6868686868686869,5.0,4.253168185596207,-0.5405037359248667,2.031715603947082,0.005543639837189591,1.0035501713710593,0.37964856131293334,bcc
100.0,0.5555555555555556,6.0,2.718844576301277,0.9637759369583312,1.5169007608567378,0.008971520151076037,0.08377416117232085,0.27652943470906616,ccc
100.0,0.5050505050505051,3.0,-2.3003984356698335,-0.3464958991010596,9.001328021018026,0.013043932245062624,0.8501464473892608,2.769134811164369,ddeg
100.0,0.898989898989899,1.0,-0.8549883683686381,3.7016090754217457,7.1372116529036695,0.007900126768588249,-1.783748489183373,2.453153666470544,nutri
100.0,0.797979797979798,2.0,-3.576372505567857,4.068355107083894,22.89792877592036,0.04604694105726466,1.9105545748981905,4.687026737535255,pday
100.0,0.5656565656565656,3.0,-0.5215265604665906,-2.8251834430894602,26.50757599621426,0.05078749416908789,-4.959492695088047,6.761889784099764,precyy
100.0,0.6060606060606061,2.0,-0.5591476250549965,7.866182252710559,13.994694180897538,0.03192276988818337,-8.684003446140055,2.7134532521207,sfroyy
100.0,0.6767676767676767,3.0,-0.15420572679839029,4.132701129938842,5.486530049231094,0.004928763402209235,-0.8474427114247399,1.535552825699915,slope
100.0,0.7070707070707071,4.0,1.8621334645797567,-3.941878607254035,6.585496924293728,0.01587380287487934,-0.43873091220751287,1.2275307202508825,sradyy
100.0,0.9090909090909091,1.0,1.0266770065476747,-7.051320291560065,6.217484316758361,0.020062491365908264,-1.6541098897992377,1.638172630713879,swb
100.0,0.7777777777777778,1.0,6.017195910718264,-12.380631399808866,5.011853370065252,0.003938019019269907,-0.7166320561696586,1.341788159549646,topo
