n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.5151515151515151,2.0,-1.9088484965255343,6.786693450910059,6.560536180357515,0.015724139707007822,0.39330013628457405,1.0258968794264234,cti
100.0,0.8787878787878788,1.0,0.4272695577951202,-3.325697933460718,16.330151626030535,0.010477261341190367,-3.319313267927613,4.695869322592499,disturb
100.0,0.6161616161616161,1.0,-0.48237423552812464,1.6575513993903168,8.255750905190036,0.011960072356411552,-0.6964002526688843,2.0491032985697486,mi
100.0,1.0,0.0,7.118623445176816,-2.3868491715588354,32.81276760898777,0.019306594366932855,6.165758255993621,8.577908169426818,rainann
100.0,0.7777777777777778,1.0,-0.18762327485236607,7.176510922927923,8.703520756393374,0.020579997447149636,-2.293906342873134,2.255777471220943,raindq
100.0,0.7373737373737373,2.0,5.45090994397793,1.1172961865432325,7.474680202638636,0.009976433817357262,1.0408603760606956,2.004086118097908,rugged
100.0,0.8181818181818181,1.0,-4.97348284016057,2.7369426162991326,12.513678812883866,0.02274623868052969,1.56297293422427,3.2579691920461364,soildepth
100.0,0.5454545454545454,1.0,2.7838380953957436,0.5541430148549193,2.7543549438277886,0.00213970757072858,0.16228854768521317,0.8184412010687837,soilfert
100.0,1.0,0.0,30.837841612967633,-8.096302196718655,5.9165142428212985,0.007033581407657048,0.9908225283085211,1.2914593214268917,solrad
100.0,0.7575757575757576,2.0,1.6949972466351575,-2.9299649342030816,6.768285330077708,0.006420642776292514,-0.3324398593738958,1.3875258031542297,tempann
100.0,0.5757575757575757,1.0,-9.207010839719336,0.39229658279080937,11.571663228933136,0.009422809107012167,2.618589916771823,3.0244652962486236,topo
