n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.5858585858585859,6.0,4.463089547204016,-0.5379846756854753,1.9540430436705005,0.008803560669699766,0.9294061739734858,0.3056261416061841,bcc
100.0,0.5555555555555556,6.0,2.172021598779835,-0.6227362566180844,1.3535682558671631,0.007797270660682116,0.26485586852532705,0.3955020104226384,ccc
100.0,0.9696969696969697,2.0,2.4452225391861053,-2.303670271623199,48.98753198748596,0.033636385198336255,-1.3621990969523674,13.604402591661733,ddeg
100.0,0.7070707070707071,3.0,-0.754013601046253,3.6909681411302504,8.033494076552687,0.021645146921751478,-0.9807162893638417,2.0730578961988124,nutri
100.0,0.7272727272727273,1.0,-1.508362069790551,4.076555060288635,45.331077955631244,0.035587178291583484,-6.310410587964315,12.537897618317245,pday
100.0,0.8080808080808081,2.0,-2.8240263774340457,4.102156771842317,25.91536797423198,0.02239478795986138,-2.314864044078031,5.80743259011211,precyy
100.0,1.0,0.0,-0.5597600780346663,22.534809342643374,0.3005893815671727,0.00014191104991981008,-0.13183534469111652,0.07833268787124928,sfroyy
100.0,0.6161616161616161,3.0,1.4608658119451678,4.130012277240408,7.358816790242407,0.0271585417952913,-0.4546217371878083,1.9365964199006163,slope
100.0,0.6565656565656566,4.0,1.8613167533424089,-3.9471316897304005,5.431577469093452,0.015189711389382883,-0.3085348869030157,0.8954962300824234,sradyy
100.0,0.797979797979798,1.0,0.04177153868074157,-7.0370245859795855,19.303799105292693,0.01914590348774415,-5.123299258584144,5.272253331993555,swb
100.0,0.7171717171717171,2.0,0.998026204511202,11.274727553367558,11.846608921172365,0.012824805695773621,-1.8214423802186273,2.80483457635391,topo
