n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.8484848484848485,2.0,-1.9091552427535285,6.788671699241359,16.418188100704157,0.015264138214911335,-3.1989246458115512,4.145792094108939,cti
100.0,0.5757575757575757,1.0,-1.5124080040798444,0.9452239294347454,8.660008395146765,0.008036747392716542,2.5677559867524753,2.1445402154464426,disturb
100.0,0.8282828282828283,1.0,0.6998309510190373,-3.916924054510826,7.072127702071974,0.009752311596232726,-1.629891621372931,2.051397856045859,mi
100.0,0.6262626262626263,1.0,1.1653318453000803,7.117213197493614,19.152019747303424,0.017477653201601277,-3.6884816402772156,4.956615511751158,rainann
100.0,0.9393939393939394,2.0,7.1599441393394,-2.287654502154204,27.27384996249026,0.03156880153010979,4.1891302843606235,6.328617702217453,raindq
100.0,0.7676767676767677,1.0,0.304438371889282,5.4505262297370365,5.364042187015286,0.010353941147275121,-0.4824612476656532,1.3202073607391402,rugged
100.0,0.696969696969697,1.0,-2.117977704556355,4.451196458038393,5.9033886745208415,0.006995580559709827,-0.5552660619970529,1.3461155097522648,soildepth
100.0,0.5959595959595959,2.0,0.8020463640489015,-1.3041703975281296,6.27756479642554,0.006290541216040509,0.5790852205896148,1.4824412730569827,soilfert
100.0,0.5252525252525253,1.0,12.352004130264103,-8.094487547543373,2.7895590790265006,0.007230914538129049,-0.1043428002126781,0.5378543463023369,solrad
100.0,1.0,0.0,-2.9274665829733713,1.6951955401623768,18.834691699631293,0.010911580734975636,1.7399360764092888,4.847432839701479,tempann
100.0,0.5151515151515151,1.0,-0.6181764202226123,7.46532064696365,11.822568397779262,0.011972803965145112,-2.2223607546369455,2.7703231423970207,topo
