n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.7171717171717171,4.0,4.302083205203565,-0.5405037359248667,2.0313768510642483,0.005404890004047253,1.0048700369008328,0.38077430772560067,bcc
100.0,0.5454545454545454,6.0,2.718844576301277,0.9637759369583312,1.5089417134987002,0.008660847286259236,0.08201238550851485,0.2737903881048378,ccc
100.0,0.505050505050505,3.0,-2.3003984356698335,-0.29883973967255306,18.74155159249986,0.021980549747629745,1.3947495980996178,4.17923610673096,ddeg
100.0,0.8585858585858586,3.0,-0.8549883683686381,3.7016090754217457,16.549413507461846,0.01371482886721492,-3.0151530708765244,4.5386070812416115,nutri
100.0,0.8282828282828283,2.0,-3.576372505567857,4.068355107083894,33.244228737687266,0.04265685987453737,0.23128361988332216,5.941616680590295,pday
100.0,0.5555555555555556,3.0,-0.5215265604665906,4.085787204779148,29.71669658318785,0.045380568150844305,-5.319388604357295,7.481172864073617,precyy
100.0,0.5151515151515151,1.0,-0.5591476250549965,11.37673636844621,26.203603603830217,0.043118490870932884,-17.79638733088892,5.623155829709171,sfroyy
100.0,0.6666666666666667,3.0,-0.15420572679839029,4.132701129938842,11.1230678708812,0.012703442771481777,-1.3982071458595393,2.697394616175599,slope
100.0,0.7070707070707071,4.0,1.8621334645797567,-3.941878607254035,5.271039362305881,0.01189299640014853,-0.3587059566510634,0.9859170039648528,sradyy
100.0,0.898989898989899,1.0,0.9369214810131439,-7.051320291560065,7.545108405776113,0.022915675258344717,-1.7475008161898737,1.8145829173812027,swb
100.0,1.0,0.0,11.273717999440306,-12.380631399808866,10.926639577166586,0.010439842406863058,-0.9691424838253332,2.4924192870408155,topo
