n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.5252525252525253,4.0,4.048517501332695,0.43098306725882307,2.5401175772986893,0.014630545992231524,0.2057108307548456,0.7501202724356857,bcc
100.0,0.6464646464646465,5.0,-0.32106356079033,-0.6234433094827224,2.800914362842269,0.026438161978630734,0.9573783817787862,0.39673166838497886,ccc
100.0,0.5757575757575757,3.0,-0.7179996642849733,2.454475649323479,23.940302685291314,0.04161011810990854,-3.499069131809943,6.4248591966324575,ddeg
100.0,0.696969696969697,3.0,0.8804870276209558,3.690538567861624,18.927162492420198,0.01682142361579818,-3.1064929565025317,4.992613765437876,nutri
100.0,0.7878787878787878,2.0,4.079829411795693,-3.609043529342971,17.480356161170867,0.017845029440148583,1.1536523185323584,3.5466711089909264,pday
100.0,0.8585858585858586,1.0,-1.8394731988516722,4.101754479857668,21.641525772008563,0.021182204427509406,-2.4961414259792303,5.434219428527631,precyy
100.0,1.0,0.0,22.535221063240396,-0.5603299526452593,11.291048699557667,0.01891133828524394,7.1537620082045,2.4605267685998267,sfroyy
100.0,0.9393939393939394,2.0,-1.3747447274303806,4.133353234717597,7.097957046918727,0.007184375218396487,-1.1541683207339783,1.4606902391525696,slope
100.0,0.6161616161616161,4.0,1.8622545819655225,-3.9472040389061696,3.8829561974155187,0.008364352379526223,0.023601413747614517,0.589305305315056,sradyy
100.0,0.8888888888888888,1.0,0.8479681314142304,-7.036380376525923,31.689422456173617,0.02605228303725109,-8.925199848644091,9.11730709215015,swb
100.0,0.7878787878787878,2.0,11.279947267688582,-12.3908395320923,7.438768397212548,0.00612310273430932,0.5985274149231256,1.537790098076025,topo
