n,monotonicity,n_local_extrema,argmax_x,argmin_x,phi_range,roughness_l2,phi_mean,phi_std,feature
100.0,0.8484848484848485,2.0,-1.9091552427535285,6.788671699241359,17.158752520759116,0.015865317648012644,-3.2906978592750846,4.296578346042765,cti
100.0,0.5757575757575757,1.0,-1.5124080040798444,0.9452239294347454,8.60776392618511,0.007897447085909145,2.5614145171709315,2.1363513542501105,disturb
100.0,0.8282828282828283,1.0,0.6998309510190373,-3.916924054510826,10.328028496246418,0.010686720263907816,-2.229323708103648,2.905359370072858,mi
100.0,0.6262626262626263,1.0,1.1653318453000803,7.117213197493614,18.625515441159486,0.017066519952226335,-3.6305912586450693,4.842380256976412,rainann
100.0,0.9393939393939394,2.0,7.1599441393394,-2.287654502154204,27.28319499829255,0.03167429259983161,4.177793955253212,6.3279662401607535,raindq
100.0,0.7676767676767677,1.0,0.304438371889282,5.4505262297370365,5.526839607883977,0.010683292132518703,-0.49732677952150717,1.3617387141589103,rugged
100.0,0.7070707070707071,1.0,-2.213183127202656,4.451196458038393,5.737413584976769,0.006684344211694811,-0.5272038069592222,1.3140120592938718,soildepth
100.0,0.5959595959595959,2.0,0.8020463640489015,-1.3041703975281296,6.028209265746837,0.005914054610043758,0.5703144551603613,1.4315558375038722,soilfert
100.0,1.0,0.0,30.832486992897778,-8.094487547543373,3.2451689799121914,0.007413375048624867,0.030629010355196374,0.6128308204444904,solrad
100.0,1.0,0.0,-2.9274665829733713,1.6951955401623768,18.109585875364782,0.010340393042235569,1.6924934040664197,4.660776672598746,tempann
100.0,0.5151515151515151,1.0,-0.6181764202226123,7.46532064696365,11.933874750520987,0.012346700220040065,-2.2638171164185916,2.7837337457746565,topo
